1,34.9841039,-85.145232
2,34.9862029,-85.1517902
3,34.9858419,-85.1511191
4,34.9844247,-85.1474168
5,34.979835,-85.144704
6,34.979586,-85.1448822
7,34.9841127,-85.1457403
8,34.9847399,-85.1519892
9,34.9827062,-85.1475467
10,34.983531,-85.264019
11,34.9857679,-85.1549497
12,34.982027,-85.145712
13,34.9861645,-85.1546974
14,34.9860689,-85.1548047
15,34.9862332,-85.1550668
16,34.985874,-85.152875
17,34.980295,-85.397551
18,34.979342,-85.396501
19,34.979296,-85.39896
20,34.982681,-85.397527
21,34.981873,-85.396235
22,34.978809,-85.364888
23,34.982939,-85.395235
24,34.982971,-85.395565
25,34.9804878,-85.3977432
26,34.977787,-85.393541
27,34.975018,-85.4036449
28,34.983147,-85.364539
29,34.979147,-85.395823
30,34.977855,-85.327967
31,34.979523,-85.327863
32,34.98225,-85.347619
33,34.980273,-85.34789
34,34.979397,-85.310317
35,34.979292,-85.314315
36,34.9801926,-85.2891404
37,34.9837507,-85.2692737
38,34.984755,-85.2691623
39,34.9806969,-85.3355324
40,34.9807301,-85.3345349
41,34.980722,-85.347046
42,34.980359,-85.347694
43,34.981754,-85.349023
44,34.980747,-85.348614
45,34.978048,-85.327963
46,34.979872,-85.292426
47,34.9834762,-85.291569
48,34.983454,-85.291129
49,34.980711,-85.3076451
50,34.9818979,-85.2776564
51,34.9813139,-85.2773364
52,34.982183,-85.362953
53,34.9821182,-85.3624908
54,34.981436,-85.293903
55,34.9791571,-85.3088004
56,34.979026,-85.360645
57,34.9758328,-85.349771
58,34.980983,-85.349641
59,34.9841777,-85.2845915
60,34.982936,-85.2845489
61,34.9817816,-85.2845491
62,34.9817274,-85.284761
63,34.9813167,-85.2857353
64,34.982478,-85.348999
65,34.980421,-85.350223
66,34.980212,-85.314361
67,34.9802453,-85.3636506
68,34.981969,-85.361147
69,34.982976,-85.357931
70,34.981685,-85.268491
71,34.981967,-85.271763
72,34.981957,-85.27249
73,34.984926,-85.266673
74,34.983729,-85.266686
75,34.982819,-85.310345
76,34.983594,-85.314239
77,34.9814464,-85.2883934
78,34.9808945,-85.2870035
79,34.9804245,-85.2858668
80,34.9803107,-85.2856047
81,34.980983,-85.361346
82,34.984107,-85.2872763
83,34.9828146,-85.287778
84,34.983145,-85.2853842
85,34.9821566,-85.2858688
86,34.979655,-85.272526
87,34.9804253,-85.363701
88,34.9842091,-85.283162
89,34.9831956,-85.2831649
90,34.9846318,-85.2947087
91,34.984003,-85.293974
92,34.982233,-85.310319
93,34.981249,-85.310318
94,34.9830177,-85.3629121
95,34.9816998,-85.3628951
96,34.9836133,-85.3273744
97,34.9830871,-85.2814156
98,34.9843582,-85.2859853
99,34.9834831,-85.2863847
100,34.983417,-85.293953
101,34.98339,-85.295266
102,34.983365,-85.296608
103,34.9781053,-85.2839599
104,34.9837239,-85.2811981
105,34.981454,-85.334451
106,34.979865,-85.293865
107,34.9798491,-85.2966802
108,34.97985,-85.295568
109,34.9845665,-85.2974668
110,34.983837,-85.296619
111,34.9821749,-85.2877805
112,34.9827334,-85.287158
113,34.9837294,-85.2675577
114,34.978023,-85.319626
115,34.979875,-85.320843
116,34.982249,-85.2861807
117,34.983709,-85.271426
118,34.982566,-85.27155
119,34.980272,-85.279156
120,34.983957,-85.296617
121,34.983985,-85.295282
122,34.9840637,-85.2915865
123,34.9840712,-85.289732
124,34.9840893,-85.2882963
125,34.9841709,-85.2866756
126,34.9845791,-85.2966254
127,34.983505,-85.298126
128,34.979694,-85.27175
129,34.982248,-85.307684
130,34.9834736,-85.3609891
131,34.9845244,-85.2775341
132,34.983497,-85.349072
133,34.982924,-85.354328
134,34.9832471,-85.2791081
135,34.9796278,-85.2864005
136,34.9817326,-85.2864672
137,34.982711,-85.275762
138,34.982663,-85.275563
139,34.982496,-85.274443
140,34.983624,-85.2797928
141,34.981871,-85.2783174
